YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,33,268
2020-06,WEEKDAY,0,TRAIN,NE17/PTC,80,631
2020-06,WEEKDAY,13,TRAIN,BP12,2891,1319
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,BP12,431,366
2020-06,WEEKDAY,14,TRAIN,NS17/CC15,13454,5651
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,2952,1694
2020-06,WEEKDAY,16,TRAIN,CC10/DT26,8994,7464
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,2267,2090
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,DT28,735,389
2020-06,WEEKDAY,6,TRAIN,DT28,7169,4158
2020-06,WEEKDAY,5,TRAIN,DT7,82,98
2020-06,WEEKENDS/HOLIDAY,5,TRAIN,DT7,11,6
2020-06,WEEKDAY,11,TRAIN,PW5,1211,1113
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,PW5,536,298
2020-06,WEEKENDS/HOLIDAY,18,TRAIN,BP3,846,953
2020-06,WEEKDAY,18,TRAIN,BP3,2384,6689
2020-06,WEEKDAY,22,TRAIN,CC28,360,1179
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,CC28,177,540
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,SW6,632,582
2020-06,WEEKDAY,13,TRAIN,SW6,2934,2889
2020-06,WEEKDAY,17,TRAIN,NE12/CC13,14869,21633
2020-06,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,5196,5646
2020-06,WEEKDAY,8,TRAIN,NS21/DT11,29566,38465
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,4640,5523
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,64,302
2020-06,WEEKDAY,0,TRAIN,NE16/STC,96,697
2020-06,WEEKDAY,23,TRAIN,CC23,363,135
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,CC23,60,64
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,DT13,531,468
2020-06,WEEKDAY,22,TRAIN,DT13,1293,1141
2020-06,WEEKDAY,23,TRAIN,NE14,879,5572
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,NE14,352,2506
2020-06,WEEKDAY,22,TRAIN,NS9/TE2,8753,15330
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,3751,6201
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,DT22,885,1147
2020-06,WEEKDAY,12,TRAIN,DT22,2471,2490
2020-06,WEEKDAY,18,TRAIN,DT28,14725,8459
2020-06,WEEKENDS/HOLIDAY,18,TRAIN,DT28,1279,1141
2020-06,WEEKDAY,12,TRAIN,DT34,1502,1235
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,DT34,591,475
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,SW7,657,265
2020-06,WEEKDAY,9,TRAIN,SW7,2043,733
2020-06,WEEKDAY,12,TRAIN,NE17/PTC,20354,18516
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,8020,7501
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,NE8,4538,4610
2020-06,WEEKDAY,19,TRAIN,NE8,11521,13325
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,CC24,1801,265
2020-06,WEEKDAY,21,TRAIN,CC24,7399,668
2020-06,WEEKDAY,12,TRAIN,EW8/CC9,17769,20290
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,8255,9662
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,BP5,307,326
2020-06,WEEKDAY,20,TRAIN,BP5,958,1125
2020-06,WEEKDAY,12,TRAIN,EW15,10074,11203
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,EW15,2792,3349
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,SW4,202,58
2020-06,WEEKDAY,7,TRAIN,SW4,2282,577
2020-06,WEEKDAY,22,TRAIN,DT33,1744,6556
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,DT33,610,2579
2020-06,WEEKDAY,11,TRAIN,EW24/NS1,20893,32782
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,7941,15443
2020-06,WEEKDAY,21,TRAIN,NS13,16376,29700
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,NS13,6699,9966
2020-06,WEEKENDS/HOLIDAY,5,TRAIN,NS13,3373,449
2020-06,WEEKDAY,5,TRAIN,NS13,21235,2931
2020-06,WEEKDAY,5,TRAIN,PW6,372,4
2020-06,WEEKENDS/HOLIDAY,5,TRAIN,PW6,77,2
2020-06,WEEKDAY,13,TRAIN,CC21,3594,4050
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,CC21,1440,1553
2020-06,WEEKDAY,14,TRAIN,PE7,1662,3230
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,PE7,761,834
2020-06,WEEKDAY,10,TRAIN,CC20,1834,1703
2020-06,WEEKENDS/HOLIDAY,10,TRAIN,CC20,789,657
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,EW25,597,1190
2020-06,WEEKDAY,21,TRAIN,EW25,1218,3676
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,CC2,447,301
2020-06,WEEKDAY,16,TRAIN,CC2,1653,778
2020-06,WEEKDAY,14,TRAIN,CC12,9128,2577
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,CC12,679,658
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,NS20,6268,3945
2020-06,WEEKDAY,16,TRAIN,NS20,35792,11601
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,NS14,4325,5421
2020-06,WEEKDAY,16,TRAIN,NS14,12027,22596
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,NS15,2513,1682
2020-06,WEEKDAY,11,TRAIN,NS15,9849,6711
2020-06,WEEKDAY,5,TRAIN,CC22/EW21,1855,804
2020-06,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,221,67
2020-06,WEEKDAY,11,TRAIN,BP4,4729,1634
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,BP4,428,243
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,140,181
2020-06,WEEKDAY,11,TRAIN,NS27/CE2,618,662
2020-06,WEEKDAY,9,TRAIN,NS17/CC15,12943,4256
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,3154,1153
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,EW10,1600,484
2020-06,WEEKDAY,6,TRAIN,EW10,11365,2542
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,NS28,345,481
2020-06,WEEKDAY,8,TRAIN,NS28,1034,1545
2020-06,WEEKDAY,7,TRAIN,EW33,1058,7262
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,EW33,284,1246
2020-06,WEEKDAY,18,TRAIN,BP12,1471,3744
2020-06,WEEKENDS/HOLIDAY,18,TRAIN,BP12,347,390
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,25,12
2020-06,WEEKDAY,0,TRAIN,EW14/NS26,68,37
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,CG2,7,5
2020-06,WEEKDAY,0,TRAIN,CG2,13,9
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,NE5,1599,1467
2020-06,WEEKDAY,16,TRAIN,NE5,6369,3194
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,8627,7478
2020-06,WEEKDAY,11,TRAIN,NE16/STC,20982,17949
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,EW9,3352,3059
2020-06,WEEKDAY,13,TRAIN,EW9,12288,7755
2020-06,WEEKENDS/HOLIDAY,17,TRAIN,CC6,1684,1557
2020-06,WEEKDAY,17,TRAIN,CC6,3718,3004
2020-06,WEEKDAY,8,TRAIN,NE8,9026,16744
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,NE8,1946,3314
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,CC7,646,1085
2020-06,WEEKDAY,20,TRAIN,CC7,1500,2899
2020-06,WEEKDAY,20,TRAIN,NS3,4374,13712
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,NS3,1766,4177
2020-06,WEEKDAY,0,TRAIN,BP13,0,1
2020-06,WEEKENDS/HOLIDAY,10,TRAIN,SE3,691,267
2020-06,WEEKDAY,10,TRAIN,SE3,1640,650
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,2062,3175
2020-06,WEEKDAY,9,TRAIN,EW16/NE3,9429,27242
2020-06,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,7564,9678
2020-06,WEEKDAY,18,TRAIN,NE16/STC,27781,52912
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,TE3,538,261
2020-06,WEEKDAY,12,TRAIN,TE3,3006,788
2020-06,WEEKDAY,5,TRAIN,EW15,1300,592
2020-06,WEEKENDS/HOLIDAY,5,TRAIN,EW15,236,32
2020-06,WEEKDAY,18,TRAIN,NS7,10256,3761
2020-06,WEEKENDS/HOLIDAY,18,TRAIN,NS7,1338,1095
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,NS15,51,99
2020-06,WEEKDAY,0,TRAIN,NS15,133,316
2020-06,WEEKDAY,15,TRAIN,NS15,21564,9011
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,NS15,2734,2350
2020-06,WEEKDAY,22,TRAIN,DT7,671,389
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,DT7,304,156
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,PW4,82,63
2020-06,WEEKDAY,15,TRAIN,PW4,177,318
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,EW23,8052,7499
2020-06,WEEKDAY,15,TRAIN,EW23,27664,21392
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,NE8,4150,3858
2020-06,WEEKDAY,20,TRAIN,NE8,9239,9458
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,EW33,529,457
2020-06,WEEKDAY,19,TRAIN,EW33,3024,1158
2020-06,WEEKDAY,6,TRAIN,CC16,6080,3328
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,CC16,633,314
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,BP12,536,426
2020-06,WEEKDAY,11,TRAIN,BP12,1189,843
2020-06,WEEKDAY,13,TRAIN,NE17/PTC,21874,23262
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,7860,7562
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,BP5,374,188
2020-06,WEEKDAY,7,TRAIN,BP5,3882,2091
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,SW6,619,286
2020-06,WEEKDAY,8,TRAIN,SW6,3579,1248
2020-06,WEEKDAY,16,TRAIN,EW4,9567,6062
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,EW4,2115,1972
2020-06,WEEKDAY,14,TRAIN,CC2,1001,1051
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,CC2,300,342
2020-06,WEEKDAY,12,TRAIN,NE14,15564,12147
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,NE14,5982,4575
2020-06,WEEKDAY,20,TRAIN,NE4/DT19,22654,9089
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,9148,3675
2020-06,WEEKDAY,0,TRAIN,SE5,13,66
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,SE5,0,34
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,EW6,144,764
2020-06,WEEKDAY,23,TRAIN,EW6,500,1818
2020-06,WEEKDAY,12,TRAIN,CC4/DT15,2600,4376
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,793,2042
2020-06,WEEKDAY,15,TRAIN,NE4/DT19,26743,21978
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,10949,9993
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,SW1,224,259
2020-06,WEEKDAY,8,TRAIN,SW1,1212,3513
2020-06,WEEKDAY,9,TRAIN,NS10,34906,16175
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,NS10,10274,4577
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,DT33,2770,1066
2020-06,WEEKDAY,7,TRAIN,DT33,29816,11244
2020-06,WEEKDAY,0,TRAIN,DT24,4,88
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,DT24,5,35
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,NS18,30,148
2020-06,WEEKDAY,0,TRAIN,NS18,46,345
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,4551,876
2020-06,WEEKDAY,22,TRAIN,NS24/NE6/CC1,9844,2131
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,EW3,1974,2383
2020-06,WEEKDAY,21,TRAIN,EW3,5443,6919
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,2056,382
2020-06,WEEKDAY,21,TRAIN,CG1/DT35,5798,936
2020-06,WEEKDAY,13,TRAIN,NS21/DT11,21668,21965
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,7650,7773
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,CC23,324,1111
2020-06,WEEKDAY,7,TRAIN,CC23,1652,14343
2020-06,WEEKDAY,16,TRAIN,SW1,1970,866
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,SW1,439,215
2020-06,WEEKDAY,20,TRAIN,NE15,2593,10809
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,NE15,1046,3392
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,EW29,2035,1404
2020-06,WEEKDAY,13,TRAIN,EW29,4398,4091
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,EW30,354,40
2020-06,WEEKDAY,13,TRAIN,EW30,723,295
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,EW32,581,2262
2020-06,WEEKDAY,7,TRAIN,EW32,1732,17076
2020-06,WEEKDAY,7,TRAIN,NE14,44236,19501
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,NE14,4968,2428
2020-06,WEEKDAY,13,TRAIN,SE3,2853,2228
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,SE3,590,572
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,EW30,468,116
2020-06,WEEKDAY,20,TRAIN,EW30,4198,405
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,3237,1625
2020-06,WEEKDAY,12,TRAIN,NS17/CC15,9381,4786
2020-06,WEEKDAY,15,TRAIN,EW26,13801,15244
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,EW26,4688,4791
2020-06,WEEKDAY,9,TRAIN,EW23,19966,22082
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,EW23,5293,5975
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,DT34,238,481
2020-06,WEEKDAY,21,TRAIN,DT34,1128,1200
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,NS5,4988,5704
2020-06,WEEKDAY,15,TRAIN,NS5,12992,20076
2020-06,WEEKDAY,11,TRAIN,DT13,2087,4563
2020-06,WEEKENDS/HOLIDAY,11,TRAIN,DT13,832,1813
2020-06,WEEKDAY,20,TRAIN,DT27,3218,2678
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,DT27,580,859
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,SW3,216,519
2020-06,WEEKDAY,20,TRAIN,SW3,561,1800
2020-06,WEEKDAY,14,TRAIN,EW16/NE3,14021,14540
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,3698,2375
2020-06,WEEKDAY,20,TRAIN,DT5,3143,3964
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,DT5,1286,1245
2020-06,WEEKDAY,15,TRAIN,DT22,2745,2706
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,DT22,872,1153
2020-06,WEEKDAY,21,TRAIN,CC27,1076,277
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,CC27,311,72
2020-06,WEEKDAY,15,TRAIN,SE4,1496,2193
2020-06,WEEKENDS/HOLIDAY,15,TRAIN,SE4,643,675
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,PW6,116,219
2020-06,WEEKDAY,19,TRAIN,PW6,339,1046
2020-06,WEEKDAY,8,TRAIN,NE10,9755,14280
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,NE10,1811,1789
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,EW26,4596,6242
2020-06,WEEKDAY,19,TRAIN,EW26,15900,32006
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,BP3,847,168
2020-06,WEEKDAY,6,TRAIN,BP3,8703,1028
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,7317,11410
2020-06,WEEKDAY,13,TRAIN,EW12/DT14,17074,20844
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1174,1553
2020-06,WEEKDAY,8,TRAIN,CG2,3670,8334
2020-06,WEEKDAY,20,TRAIN,NE13,6521,10041
2020-06,WEEKENDS/HOLIDAY,20,TRAIN,NE13,2442,3320
2020-06,WEEKDAY,19,TRAIN,NS17/CC15,6982,8556
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,1859,1747
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,CC17,26,158
2020-06,WEEKDAY,23,TRAIN,CC17,67,418
2020-06,WEEKENDS/HOLIDAY,10,TRAIN,DT18,267,1095
2020-06,WEEKDAY,10,TRAIN,DT18,1802,7704
2020-06,WEEKENDS/HOLIDAY,19,TRAIN,EW23,6271,6282
2020-06,WEEKDAY,19,TRAIN,EW23,24797,27009
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,EW15,3238,2747
2020-06,WEEKDAY,14,TRAIN,EW15,12461,10222
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,2075,578
2020-06,WEEKDAY,23,TRAIN,EW12/DT14,4216,1590
2020-06,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,6245,5132
2020-06,WEEKDAY,10,TRAIN,NS4/BP1,16316,13350
2020-06,WEEKDAY,22,TRAIN,NS5,3959,10374
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,NS5,1792,4246
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,SE3,89,494
2020-06,WEEKDAY,22,TRAIN,SE3,151,1239
2020-06,WEEKDAY,7,TRAIN,NS15,22253,47865
2020-06,WEEKENDS/HOLIDAY,7,TRAIN,NS15,2556,2404
2020-06,WEEKDAY,12,TRAIN,EW30,715,451
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,EW30,537,82
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,NE11,743,550
2020-06,WEEKDAY,12,TRAIN,NE11,2418,1594
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,PE5,903,363
2020-06,WEEKDAY,8,TRAIN,PE5,5256,2300
2020-06,WEEKDAY,9,TRAIN,CC11,2786,20447
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,CC11,713,1802
2020-06,WEEKDAY,0,TRAIN,SE1,16,110
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,SE1,6,63
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,NS14,5643,3686
2020-06,WEEKDAY,12,TRAIN,NS14,16431,10647
2020-06,WEEKDAY,14,TRAIN,SE4,1831,2322
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,SE4,737,693
2020-06,WEEKDAY,23,TRAIN,EW11,962,2265
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,EW11,398,910
2020-06,WEEKDAY,13,TRAIN,CC19/DT9,2209,2424
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,1043,1081
2020-06,WEEKENDS/HOLIDAY,8,TRAIN,DT23,196,313
2020-06,WEEKDAY,8,TRAIN,DT23,1343,5098
2020-06,WEEKENDS/HOLIDAY,14,TRAIN,NS15,2763,2268
2020-06,WEEKDAY,14,TRAIN,NS15,19225,9216
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,NS14,2105,5856
2020-06,WEEKDAY,22,TRAIN,NS14,4734,14548
2020-06,WEEKDAY,21,TRAIN,NS10,7771,27406
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,NS10,2778,9608
2020-06,WEEKDAY,12,TRAIN,DT3,3040,1708
2020-06,WEEKENDS/HOLIDAY,12,TRAIN,DT3,1307,717
2020-06,WEEKDAY,13,TRAIN,DT27,5831,2886
2020-06,WEEKENDS/HOLIDAY,13,TRAIN,DT27,1112,746
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,BP13,329,73
2020-06,WEEKDAY,6,TRAIN,BP13,4035,479
2020-06,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,1338,1337
2020-06,WEEKDAY,23,TRAIN,EW8/CC9,3520,3001
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,SW2,725,455
2020-06,WEEKDAY,9,TRAIN,SW2,2205,1433
2020-06,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,2667,197
2020-06,WEEKDAY,21,TRAIN,CC4/DT15,5826,510
2020-06,WEEKDAY,0,TRAIN,NE15,8,281
2020-06,WEEKENDS/HOLIDAY,0,TRAIN,NE15,4,105
2020-06,WEEKENDS/HOLIDAY,6,TRAIN,EW5,4358,2064
2020-06,WEEKDAY,6,TRAIN,EW5,28727,13406
2020-06,WEEKDAY,16,TRAIN,EW30,4963,160
2020-06,WEEKENDS/HOLIDAY,16,TRAIN,EW30,567,59
2020-06,WEEKDAY,9,TRAIN,BP8,1069,1261
2020-06,WEEKENDS/HOLIDAY,9,TRAIN,BP8,378,294
2020-06,WEEKDAY,22,TRAIN,NS17/CC15,2394,3725
2020-06,WEEKENDS/HOLIDAY,22,TRAIN,NS17/CC15,953,1517
