YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2020-07,WEEKDAY,19,TRAIN,NE12/CC13,17711,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,8360,0
2020-07,WEEKDAY,6,TRAIN,EW31,467,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,EW31,255,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,EW7,4388,0
2020-07,WEEKDAY,15,TRAIN,EW7,7874,0
2020-07,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,10659,0
2020-07,WEEKDAY,17,TRAIN,NE12/CC13,21483,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,8527,0
2020-07,WEEKDAY,8,TRAIN,NS21/DT11,40000,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,150,0
2020-07,WEEKDAY,0,TRAIN,NE16/STC,222,0
2020-07,WEEKDAY,23,TRAIN,CC23,605,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,CC23,142,0
2020-07,WEEKDAY,22,TRAIN,DT13,2794,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,DT13,1372,0
2020-07,WEEKDAY,23,TRAIN,NE14,1532,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,NE14,862,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,7257,0
2020-07,WEEKDAY,22,TRAIN,NS9/TE2,14023,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,DT22,1642,0
2020-07,WEEKDAY,12,TRAIN,DT22,2956,0
2020-07,WEEKENDS/HOLIDAY,18,TRAIN,DT28,2323,0
2020-07,WEEKDAY,18,TRAIN,DT28,19134,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1346,0
2020-07,WEEKDAY,12,TRAIN,DT34,2516,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1219,0
2020-07,WEEKDAY,9,TRAIN,SW7,2787,0
2020-07,WEEKDAY,12,TRAIN,NE17/PTC,26188,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,16001,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,NE8,9030,0
2020-07,WEEKDAY,19,TRAIN,NE8,16984,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,CC24,2467,0
2020-07,WEEKDAY,21,TRAIN,CC24,9454,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,17707,0
2020-07,WEEKDAY,12,TRAIN,EW8/CC9,22941,0
2020-07,WEEKDAY,20,TRAIN,BP5,1234,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,BP5,577,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,EW15,5317,0
2020-07,WEEKDAY,12,TRAIN,EW15,14367,0
2020-07,WEEKDAY,7,TRAIN,SW4,2731,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,SW4,280,0
2020-07,WEEKDAY,22,TRAIN,DT33,2359,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1100,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,14066,0
2020-07,WEEKDAY,11,TRAIN,EW24/NS1,25584,0
2020-07,WEEKDAY,21,TRAIN,NS13,27613,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,NS13,13416,0
2020-07,WEEKENDS/HOLIDAY,5,TRAIN,NS13,4469,0
2020-07,WEEKDAY,5,TRAIN,NS13,21977,0
2020-07,WEEKENDS/HOLIDAY,5,TRAIN,PW6,103,0
2020-07,WEEKDAY,5,TRAIN,PW6,451,0
2020-07,WEEKDAY,13,TRAIN,CC21,5925,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,CC21,3232,0
2020-07,WEEKDAY,14,TRAIN,PE7,2541,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1366,0
2020-07,WEEKDAY,10,TRAIN,CC20,2568,0
2020-07,WEEKENDS/HOLIDAY,10,TRAIN,CC20,1643,0
2020-07,WEEKDAY,21,TRAIN,EW25,2022,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1188,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,CC2,918,0
2020-07,WEEKDAY,16,TRAIN,CC2,2373,0
2020-07,WEEKDAY,14,TRAIN,CC12,10014,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1164,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,NS20,10915,0
2020-07,WEEKDAY,16,TRAIN,NS20,42899,0
2020-07,WEEKDAY,16,TRAIN,NS14,16946,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,NS14,8594,0
2020-07,WEEKDAY,11,TRAIN,NS15,15287,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,NS15,5419,0
2020-07,WEEKDAY,5,TRAIN,CC22/EW21,1883,0
2020-07,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,300,0
2020-07,WEEKDAY,11,TRAIN,BP4,2857,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,BP4,732,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,335,0
2020-07,WEEKDAY,11,TRAIN,NS27/CE2,857,0
2020-07,WEEKDAY,9,TRAIN,NS17/CC15,17900,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,6406,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,EW10,2374,0
2020-07,WEEKDAY,6,TRAIN,EW10,12720,0
2020-07,WEEKDAY,8,TRAIN,NS28,915,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,NS28,434,0
2020-07,WEEKDAY,7,TRAIN,EW33,1078,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,EW33,354,0
2020-07,WEEKENDS/HOLIDAY,18,TRAIN,BP12,635,0
2020-07,WEEKDAY,18,TRAIN,BP12,2189,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,48,0
2020-07,WEEKDAY,0,TRAIN,EW14/NS26,131,0
2020-07,WEEKDAY,0,TRAIN,CG2,24,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,CG2,17,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,NE5,3216,0
2020-07,WEEKDAY,16,TRAIN,NE5,7893,0
2020-07,WEEKDAY,11,TRAIN,NE16/STC,28162,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,16459,0
2020-07,WEEKDAY,13,TRAIN,EW9,16226,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,EW9,6125,0
2020-07,WEEKDAY,17,TRAIN,CC6,5915,0
2020-07,WEEKENDS/HOLIDAY,17,TRAIN,CC6,3838,0
2020-07,WEEKDAY,8,TRAIN,NE8,12638,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,NE8,3500,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1177,0
2020-07,WEEKDAY,20,TRAIN,CC7,2243,0
2020-07,WEEKDAY,20,TRAIN,NS3,6552,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,NS3,2993,0
2020-07,WEEKDAY,10,TRAIN,SE3,2318,0
2020-07,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1241,0
2020-07,WEEKDAY,9,TRAIN,EW16/NE3,12013,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,3533,0
2020-07,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,14349,0
2020-07,WEEKDAY,18,TRAIN,NE16/STC,38412,0
2020-07,WEEKDAY,12,TRAIN,TE3,3444,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,TE3,1158,0
2020-07,WEEKDAY,5,TRAIN,EW15,943,0
2020-07,WEEKENDS/HOLIDAY,5,TRAIN,EW15,198,0
2020-07,WEEKENDS/HOLIDAY,18,TRAIN,NS7,1933,0
2020-07,WEEKDAY,18,TRAIN,NS7,11722,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,NS15,191,0
2020-07,WEEKDAY,0,TRAIN,NS15,293,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,NS15,4399,0
2020-07,WEEKDAY,15,TRAIN,NS15,21733,0
2020-07,WEEKDAY,22,TRAIN,DT7,1303,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,DT7,773,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,PW4,230,0
2020-07,WEEKDAY,15,TRAIN,PW4,349,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,CC16,906,0
2020-07,WEEKDAY,6,TRAIN,CC16,6653,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,BP12,929,0
2020-07,WEEKDAY,11,TRAIN,BP12,1659,0
2020-07,WEEKDAY,13,TRAIN,NE17/PTC,29933,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,16183,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,EW23,14463,0
2020-07,WEEKDAY,15,TRAIN,EW23,34505,0
2020-07,WEEKDAY,20,TRAIN,NE8,14663,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,NE8,8633,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,EW33,747,0
2020-07,WEEKDAY,19,TRAIN,EW33,3224,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,BP5,479,0
2020-07,WEEKDAY,7,TRAIN,BP5,4479,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1036,0
2020-07,WEEKDAY,8,TRAIN,SW6,4460,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,EW4,4065,0
2020-07,WEEKDAY,16,TRAIN,EW4,11381,0
2020-07,WEEKDAY,14,TRAIN,CC2,1536,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,CC2,743,0
2020-07,WEEKDAY,12,TRAIN,NE14,21797,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NE14,13505,0
2020-07,WEEKDAY,20,TRAIN,NE4/DT19,40641,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,20047,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,SE5,12,0
2020-07,WEEKDAY,0,TRAIN,SE5,15,0
2020-07,WEEKDAY,23,TRAIN,EW6,787,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,EW6,389,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,1564,0
2020-07,WEEKDAY,12,TRAIN,CC4/DT15,4590,0
2020-07,WEEKDAY,15,TRAIN,NE4/DT19,36604,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,21102,0
2020-07,WEEKDAY,8,TRAIN,SW1,1556,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,SW1,446,0
2020-07,WEEKDAY,9,TRAIN,NS10,47582,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,NS10,18439,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,DT33,4236,0
2020-07,WEEKDAY,7,TRAIN,DT33,35382,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,DT24,17,0
2020-07,WEEKDAY,0,TRAIN,DT24,28,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,NS18,61,0
2020-07,WEEKDAY,0,TRAIN,NS18,94,0
2020-07,WEEKDAY,22,TRAIN,NS24/NE6/CC1,23398,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,11926,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,EW3,3390,0
2020-07,WEEKDAY,21,TRAIN,EW3,7514,0
2020-07,WEEKDAY,21,TRAIN,CG1/DT35,8858,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,4271,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,17801,0
2020-07,WEEKDAY,13,TRAIN,NS21/DT11,33737,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,CC23,465,0
2020-07,WEEKDAY,7,TRAIN,CC23,1805,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,SW1,754,0
2020-07,WEEKDAY,16,TRAIN,SW1,2526,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,NE15,1839,0
2020-07,WEEKDAY,20,TRAIN,NE15,3749,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,EW29,3097,0
2020-07,WEEKDAY,13,TRAIN,EW29,5369,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,EW30,515,0
2020-07,WEEKDAY,13,TRAIN,EW30,779,0
2020-07,WEEKDAY,7,TRAIN,EW32,1675,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,EW32,715,0
2020-07,WEEKDAY,7,TRAIN,NE14,52130,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,NE14,7519,0
2020-07,WEEKDAY,13,TRAIN,SE3,3114,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1132,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,EW30,518,0
2020-07,WEEKDAY,20,TRAIN,EW30,4126,0
2020-07,WEEKDAY,12,TRAIN,NS17/CC15,12759,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,7089,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,EW26,9103,0
2020-07,WEEKDAY,15,TRAIN,EW26,17790,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,EW23,10202,0
2020-07,WEEKDAY,9,TRAIN,EW23,24807,0
2020-07,WEEKDAY,21,TRAIN,DT34,1271,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,DT34,385,0
2020-07,WEEKDAY,20,TRAIN,DT5,5887,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,DT5,2922,0
2020-07,WEEKDAY,15,TRAIN,DT22,3416,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,DT22,1711,0
2020-07,WEEKDAY,21,TRAIN,CC27,1974,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,CC27,675,0
2020-07,WEEKDAY,15,TRAIN,SE4,2107,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1169,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,PW6,213,0
2020-07,WEEKDAY,19,TRAIN,PW6,459,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,NE10,3038,0
2020-07,WEEKDAY,8,TRAIN,NE10,12903,0
2020-07,WEEKDAY,15,TRAIN,NS5,16184,0
2020-07,WEEKENDS/HOLIDAY,15,TRAIN,NS5,8789,0
2020-07,WEEKDAY,11,TRAIN,DT13,2918,0
2020-07,WEEKENDS/HOLIDAY,11,TRAIN,DT13,1443,0
2020-07,WEEKDAY,20,TRAIN,DT27,4196,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,DT27,905,0
2020-07,WEEKDAY,20,TRAIN,SW3,730,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,SW3,361,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,6573,0
2020-07,WEEKDAY,14,TRAIN,EW16/NE3,18063,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,EW26,7574,0
2020-07,WEEKDAY,19,TRAIN,EW26,18909,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1175,0
2020-07,WEEKDAY,6,TRAIN,BP3,8899,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,15083,0
2020-07,WEEKDAY,13,TRAIN,EW12/DT14,26686,0
2020-07,WEEKDAY,8,TRAIN,CG2,3536,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1464,0
2020-07,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,11805,0
2020-07,WEEKDAY,10,TRAIN,NS4/BP1,21974,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,NS5,3453,0
2020-07,WEEKDAY,22,TRAIN,NS5,6089,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,SE3,123,0
2020-07,WEEKDAY,22,TRAIN,SE3,182,0
2020-07,WEEKDAY,20,TRAIN,NE13,10971,0
2020-07,WEEKENDS/HOLIDAY,20,TRAIN,NE13,4885,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,3826,0
2020-07,WEEKDAY,19,TRAIN,NS17/CC15,10853,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,CC17,69,0
2020-07,WEEKDAY,23,TRAIN,CC17,135,0
2020-07,WEEKENDS/HOLIDAY,10,TRAIN,DT18,512,0
2020-07,WEEKDAY,10,TRAIN,DT18,2320,0
2020-07,WEEKENDS/HOLIDAY,19,TRAIN,EW23,11609,0
2020-07,WEEKDAY,19,TRAIN,EW23,34138,0
2020-07,WEEKDAY,14,TRAIN,EW15,17685,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,EW15,7270,0
2020-07,WEEKDAY,23,TRAIN,EW12/DT14,11423,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,6493,0
2020-07,WEEKENDS/HOLIDAY,7,TRAIN,NS15,3817,0
2020-07,WEEKDAY,7,TRAIN,NS15,26387,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,EW30,672,0
2020-07,WEEKDAY,12,TRAIN,EW30,827,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NE11,1666,0
2020-07,WEEKDAY,12,TRAIN,NE11,3200,0
2020-07,WEEKDAY,8,TRAIN,PE5,6706,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,PE5,1695,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,CC11,1112,0
2020-07,WEEKDAY,9,TRAIN,CC11,3434,0
2020-07,WEEKDAY,0,TRAIN,SE1,36,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,SE1,18,0
2020-07,WEEKDAY,12,TRAIN,NS14,22244,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NS14,11484,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1307,0
2020-07,WEEKDAY,14,TRAIN,SE4,2432,0
2020-07,WEEKDAY,23,TRAIN,EW11,2196,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,EW11,1028,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,2684,0
2020-07,WEEKDAY,13,TRAIN,CC19/DT9,4005,0
2020-07,WEEKDAY,8,TRAIN,DT23,1865,0
2020-07,WEEKENDS/HOLIDAY,8,TRAIN,DT23,329,0
2020-07,WEEKENDS/HOLIDAY,14,TRAIN,NS15,5094,0
2020-07,WEEKDAY,14,TRAIN,NS15,20833,0
2020-07,WEEKDAY,22,TRAIN,NS14,7783,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,NS14,4381,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,NS10,4953,0
2020-07,WEEKDAY,21,TRAIN,NS10,10702,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,DT3,3258,0
2020-07,WEEKDAY,12,TRAIN,DT3,4951,0
2020-07,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2022,0
2020-07,WEEKDAY,13,TRAIN,DT27,6609,0
2020-07,WEEKDAY,6,TRAIN,BP13,4299,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,BP13,471,0
2020-07,WEEKDAY,23,TRAIN,EW8/CC9,7737,0
2020-07,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,3343,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,SW2,1328,0
2020-07,WEEKDAY,9,TRAIN,SW2,2984,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,7631,0
2020-07,WEEKDAY,21,TRAIN,CC4/DT15,13572,0
2020-07,WEEKDAY,0,TRAIN,NE15,20,0
2020-07,WEEKENDS/HOLIDAY,0,TRAIN,NE15,9,0
2020-07,WEEKDAY,6,TRAIN,EW5,31131,0
2020-07,WEEKENDS/HOLIDAY,6,TRAIN,EW5,5755,0
2020-07,WEEKDAY,16,TRAIN,EW30,5060,0
2020-07,WEEKENDS/HOLIDAY,16,TRAIN,EW30,917,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,BP8,593,0
2020-07,WEEKDAY,9,TRAIN,BP8,1325,0
2020-07,WEEKENDS/HOLIDAY,22,TRAIN,NS17/CC15,2170,0
2020-07,WEEKDAY,22,TRAIN,NS17/CC15,4743,0
2020-07,WEEKDAY,9,TRAIN,EW6,8608,0
2020-07,WEEKENDS/HOLIDAY,9,TRAIN,EW6,3816,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,NS15,2357,0
2020-07,WEEKDAY,21,TRAIN,NS15,7819,0
2020-07,WEEKDAY,12,TRAIN,NE16/STC,30759,0
2020-07,WEEKENDS/HOLIDAY,12,TRAIN,NE16/STC,17700,0
2020-07,WEEKENDS/HOLIDAY,21,TRAIN,EW31,315,0
